,business_id,name,address,city,state,postal_code,latitude,longitude
0,10,TIRAMISU KITCHEN,033 BELDEN PL,San Francisco,CA,94104,37.791116,-122.403816
1,19,NRGIZE LIFESTYLE CAFE,"1200 VAN NESS AVE, 3RD FLOOR",San Francisco,CA,94109,37.786848,-122.421547
2,24,OMNI S.F. HOTEL - 2ND FLOOR PANTRY,"500 CALIFORNIA ST, 2ND  FLOOR",San Francisco,CA,94104,37.792888,-122.403135
3,31,NORMAN'S ICE CREAM AND FREEZES,2801 LEAVENWORTH ST ,San Francisco,CA,94133,37.807155,-122.419004
4,45,CHARLIE'S DELI CAFE,3202 FOLSOM ST ,San Francisco,CA,94110,37.747114,-122.413641
5,48,ART'S CAFE,747 IRVING ST ,San Francisco,CA,94122,37.764013,-122.465749
6,50,SUSHI ZONE,1815  MARKET ST. ,San Francisco,CA,94103,37.771437,-122.423892
7,54,RHODA GOLDMAN PLAZA,2180 POST ST ,San Francisco,CA,94115,37.784626,-122.437734
8,56,CAFE X + O,1799 CHURCH ST ,San Francisco,CA,94131,37.742325,-122.426476
9,58,OASIS GRILL,91 DRUMM ST ,San Francisco,CA,94111,37.794483,-122.396584
10,61,CHOWDERS,PIER 39  SPACE A3,San Francisco,CA,94133,37.80824,-122.410189
11,66,STARBUCKS COFFEE,1800 IRVING ST ,San Francisco,CA,94122,37.763578,-122.477461
12,67,REVOLUTION CAFE,3248 22ND ST ,San Francisco,CA,94110,37.755419,-122.419542
13,71,KAPPA RESTAURANT,1700 POST ST K,San Francisco,CA,94115,37.785567,-122.430074
14,73,DINO'S UNCLE VITO,2101 FILLMORE ST ,San Francisco,CA,94115,37.788932,-122.433895
15,76,OMNI S.F. HOTEL - 3RD FLOOR PANTRY,"500 CALIFORNIA ST, 3RD FLOOR",San Francisco,CA,94104,37.792888,-122.403135
16,77,OMNI S.F. HOTEL - EMPLOYEE CAFETERIA,"500 CALIFORNIA ST, BASEMENT",San Francisco,CA,94104,37.792888,-122.403135
17,80,LAW SCHOOL CAFE,2199 FULTON ST ,San Francisco,CA,94117,37.774941,-122.452797
18,81,CLUB ED/BON APPETIT,2350 TURK ST ,San Francisco,CA,94117,37.778468,-122.448484
19,88,J.B.'S PLACE,1435 17TH ST ,San Francisco,CA,94107,37.765003,-122.398084
20,95,VEGA,419 CORTLAND AVE ,San Francisco,CA,94110,37.739207,-122.417447
21,98,XOX TRUFFLES,754 COLUMBUS AVE ,San Francisco,CA,94133,37.801665,-122.412104
22,99,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST ,San Francisco,CA,94108,37.794293,-122.405967
23,101,CABLE CAR CORNER,1099 POWELL ST ,San Francisco,CA,94108,37.794615,-122.409705
24,102,AKIKO'S SUSHI BAR,542A MASON ST ,San Francisco,CA,94102,37.788484,-122.410045
25,108,RUE LEPIC,900 PINE ST,San Francisco,CA,94108,37.790868,-122.410854
26,116,THE WATERFRONT RESTAURANT,PIER 7 EMBARCADERO,San Francisco,CA,94111,37.793874,-122.396464
27,121,AKIKOS SUSHI,431 BUSH ST ,San Francisco,CA,94108,37.790643,-122.404676
28,125,CENTERFOLDS,391 BROADWAY ST ,San Francisco,CA,94133,37.798233,-122.403637
29,126,BROADWAY DIM SUM,684 BROADWAY ST ,San Francisco,CA,94133,37.797708,-122.408413
30,130,CAFFE MACARONI,59 COLUMBUS AVE ,San Francisco,CA,94111,37.796208,-122.404308
31,132,SILVER STAR CAFE AND DELI,316 PACIFIC AVE ,San Francisco,CA,94111,37.797668,-122.401125
32,134,MINT,400 MCALLISTER ST,San Francisco,CA,94102,37.780247,-122.418974
33,140,CAFE MADELEINE,300 CALIFORNIA ST ,San Francisco,CA,94104,37.793268,-122.400323
34,141,AFC SUSHI @ MOLLIE STONE'S 2,2435 CALIFORNIA ST ,San Francisco,CA,94115,37.788773,-122.434697
35,146,DEJA VU PIZZA & PASTA,3227 16TH ST ,San Francisco,CA,94103,37.764713,-122.424709
36,151,BUS STOP PIZZA #1,256 DIVISADERO ST ,San Francisco,CA,94117,37.771487,-122.437047
37,155,CAFE COLE,609 COLE ST ,San Francisco,CA,94117,37.769303,-122.450724
38,164,SAN FRANCISCO SOUP CO,"50 POST ST, 3RD FLOOR",San Francisco,CA,94104,37.789064,-122.402861
39,178,C & Y CAFE,400 CALIFORNIA ST  3RD FLOOR,San Francisco,CA,94104,37.793128,-122.401395
40,179,SECRET GARDEN TEA HOUSE,721 LINCOLN WAY ,San Francisco,CA,94122,37.765933,-122.465809
41,180,NENAS RESTAURANT,3459 MISSION ST ,San Francisco,CA,94110,37.74146,-122.422484
42,184,RADIO HAVANA,1109 VALENCIA ST,San Francisco,CA,94110,37.755124,-122.420916
43,187,TAZA WRAPS & JUICE,"750 FONT, BLDG B BLVD ",San Francisco,CA,94132,37.723054,-122.483612
44,190,COURTYARD BY MARRIOTT-STAFF KITCHEN,299 02ND ST ,San Francisco,CA,94105,37.785614,-122.396693
45,192,ARLEQUIN,384 B HAYES ST ,San Francisco,CA,94102,37.777014,-122.422345
46,194,BAYSIDE COFFEE SHOP,2011 BAYSHORE BLVD ,San Francisco,CA,94134,37.715126,-122.398901
47,198,SUBWAY,3801 03RD ST 310,San Francisco,CA,94124,37.741829,-122.388098
48,200,JIM'S SMOKE SHOP,600 20TH ST ,San Francisco,CA,94107,37.760568,-122.387772
49,208,CONSTANS GROCERY,4124 03RD ST ,San Francisco,CA,94124,37.739961,-122.389003
50,216,SORABOL,101 SPEAR ST A12,San Francisco,CA,94105,37.792577,-122.393992
51,217,PROGRESSIVE GROUNDS,400 CORTLAND AVE ,San Francisco,CA,94110,37.739143,-122.417653
52,221,NOODLE EXPRESS,1235 VAN NESS AVE ,San Francisco,CA,94109,37.787076,-122.421822
53,226,GRUMPY'S AMERICAN PUB,125 VALLEJO ST ,San Francisco,CA,94111,37.799594,-122.400586
54,230,GLOBE EATS INC,290 PACIFIC AVE ,San Francisco,CA,94111,37.797738,-122.400603
55,231,CAFFE PUCCINI,411 COLUMBUS AVE ,San Francisco,CA,94133,37.799087,-122.408488
56,234,NEW MOON RESTAURANT,1247 STOCKTON ST ,San Francisco,CA,94133,37.797303,-122.408574
57,236,GELATO CLASSICO ITALIAN ICE,576 UNION ST ,San Francisco,CA,94133,37.800543,-122.408784
58,239,JUST WONTON,1241 VICENTE ST ,San Francisco,CA,94116,37.739063,-122.480409
59,240,MIKI RESTAURANT,3639 BALBOA ST ,San Francisco,CA,94121,37.775663,-122.497949
60,247,TOY BOAT DESSERT CAFE,401 CLEMENT ST ,San Francisco,CA,94118,37.782953,-122.46351
61,251,BEANERY INC.,602 IRVING ST ,San Francisco,CA,94122,37.764148,-122.464391
62,253,ANN'S DONUT COFFEE SHOP,4488 MISSION ST ,San Francisco,CA,94112,37.725949,-122.433906
63,256,MARCHE CLUB OF S.F.,4346 MISSION ST ,San Francisco,CA,94112,37.727983,-122.432101
64,258,VIKINGS GIANT SUBMARINE,1300 OCEAN AVE ,San Francisco,CA,94112,37.72404,-122.456539
65,260,MONTEREY PIZZA,599 MONTEREY BLVD ,San Francisco,CA,94127,37.731523,-122.448711
66,267,ASA SUSHI,2365 CHESTNUT ST ,San Francisco,CA,94123,37.800023,-122.442266
67,268,LOS HERMANOS,2026 CHESTNUT ST ,San Francisco,CA,94123,37.800767,-122.436924
68,272,ON THE BRIDGE,1581 WEBSTER ST #206,San Francisco,CA,94115,37.785227,-122.431472
69,273,HAI SUN RESTAURANT,3137 LAGUNA ST ,San Francisco,CA,94123,37.800133,-122.431064
70,275,BEN & JERRY'S,170 O'FARRELL ST BASEMENT,San Francisco,CA,94102,37.786548,-122.407313
71,276,CORSAGNA,1668 UNION ST ,San Francisco,CA,94123,37.79826,-122.426748
72,279,INGA DONUTS,1026 HYDE ST ,San Francisco,CA,94109,37.790347,-122.417227
73,281,PARMA RESTAURANT,3314 STEINER ST ,San Francisco,CA,94123,37.799807,-122.437649
74,283,HAI KY MI GIA,707 ELLIS ST ,San Francisco,CA,94109,37.784193,-122.417967
75,286,PUNJAB KABAB HOUSE,101 EDDY ST ,San Francisco,CA,94102,37.784303,-122.409647
76,290,BISTRO AIX,3340 STEINER ST ,San Francisco,CA,94123,37.800187,-122.437756
77,298,BAMBOO RESTAURANT,1441 POLK ST ,San Francisco,CA,94109,37.790134,-122.420634
78,299,YUKOL PLACE THAI CUISINE,2380 LOMBARD ST ,San Francisco,CA,94123,37.799287,-122.440624
79,300,SUBWAY,2001 VAN NESS AVE ,San Francisco,CA,94109,37.794134,-122.423234
80,302,MOULIN ROUGE,887 GEARY ST ,San Francisco,CA,94109,37.786084,-122.417889
81,305,PACIFIC CATCH,2027 CHESTNUT ST ,San Francisco,CA,94123,37.800763,-122.436536
82,315,THE POSH BAGEL,495A CASTRO ST,San Francisco,CA,94114,37.760954,-122.434935
83,318,FIRST CUP,2911 VAN NESS AVE ,San Francisco,CA,94109,37.802454,-122.424854
84,320,NAPOLI PIZZA RESTAURANT,1045 POLK ST ,San Francisco,CA,94109,37.786545,-122.419894
85,323,WAYO,1407 VAN NESS AVE ,San Francisco,CA,94109,37.788609,-122.42213
86,325,MIFUNE RESTAURANT,1737 POST ST ,San Francisco,CA,94115,37.785457,-122.430317
87,326,TEN ICHI RESTAURANT,2235 FILLMORE ST ,San Francisco,CA,94115,37.790333,-122.434144
88,328,MIYAKO,1470 FILLMORE ST,San Francisco,CA,94115,37.783017,-122.432584
89,335,POLKERS,2226 POLK ST ,San Francisco,CA,94109,37.797296,-122.421967
90,337,GORDO TAQUERIA #2,1239 09TH AVE ,San Francisco,CA,94122,37.758941,-122.48591
91,379,GIANT SCOOP,2708 SAN BRUNO AVE ,San Francisco,CA,94134,37.727468,-122.403582
92,383,KING LING,683 GEARY ST,San Francisco,CA,94102,37.786543,-122.414536
93,384,RINCONSITO SALVADORENO,3829 MISSION ST ,San Francisco,CA,94110,37.73571,-122.424528
94,385,REINA RESTAURANT,5479 MISSION ST ,San Francisco,CA,94112,37.712927,-122.444358
95,386,ADELITA'S CAKES,3780 MISSION ST ,San Francisco,CA,94110,37.736304,-122.424432
96,389,CAFE ELENA,1 MARKET ST ,San Francisco,CA,94105,37.794347,-122.394932
97,393,SUPER STAR RESTAURANT,4919 MISSION ST B,San Francisco,CA,94112,37.719692,-122.438575
98,394,SF MARRIOTT HOTEL PANTRY 5/F,55 04TH ST ,San Francisco,CA,94103,37.784964,-122.404752
99,395,SF MARRIOTT HOTEL PANTRY 4/F,55 04TH ST ,San Francisco,CA,94103,37.784964,-122.404752
100,397,SF MARRIOTT VIEW LOUNGE PANTRY,55 04TH ST ,San Francisco,CA,94103,37.784964,-122.404752
101,400,COW HOLLOW CATERING,3301 LYON ST ,San Francisco,CA,94123,37.801401,-122.447857
102,403,HAAGEN-DAZS #561,865 MARKET ST ,San Francisco,CA,94103,37.784317,-122.407563
103,409,EL FARO,82 01ST ST ,San Francisco,CA,94105,37.788613,-122.393894
104,413,HOUSE OF HUNAN,2 TOWNSEND ST ,San Francisco,CA,94107,37.757923,-122.393914
105,415,CAFE MADELEINE,43 O'FARRELL ST,San Francisco,CA,94108,37.786698,-122.405473
106,420,BUSTER'S,366 COLUMBUS AVE ,San Francisco,CA,94133,37.798444,-122.407444
107,421,CAFFE ROMA COFFEE ROASTING CO,526 COLUMBUS AVE ,San Francisco,CA,94133,37.799845,-122.409434
108,422,MICHELANGELO CAFFE,579 COLUMBUS AVE ,San Francisco,CA,94133,37.800166,-122.410006
109,423,ORALE ORALE INC,113 SACRAMENTO ST ,San Francisco,CA,94111,37.794501,-122.39716
110,424,CHATZ,301 ARKANSAS ST ,San Francisco,CA,94107,37.762334,-122.398416
111,428,CAFFE AMBROSIA,14 TRINITY PL ,San Francisco,CA,94104,37.790109,-122.402597
112,429,CALZONE'S,430 COLUMBUS AVE ,San Francisco,CA,94133,37.798965,-122.408204
113,430,ROSE PISTOLA,532 COLUMBUS AVE ,San Francisco,CA,94133,37.799915,-122.409544
114,431,BOHEMIAN CIGAR STORE,566 COLUMBUS AVE ,San Francisco,CA,94133,37.800135,-122.409854
115,435,VIENI-VIENI,1431 STOCKTON ST ,San Francisco,CA,94133,37.798914,-122.408885
116,436,NORTH BEACH RESTAURANT,1512 STOCKTON ST ,San Francisco,CA,94133,37.799646,-122.408939
117,438,HAWAII WEST,729 VALLEJO ST ,San Francisco,CA,94133,37.798494,-122.409337
118,442,MY CANH RESTAURANT,626 BROADWAY ST ,San Francisco,CA,94133,37.797828,-122.407474
119,443,THE STINKING ROSE,325 COLUMBUS AVE ,San Francisco,CA,94133,37.798306,-122.407327
120,447,L'OSTERIA DEL FORNO,519 COLUMBUS AVE ,San Francisco,CA,94133,37.799837,-122.409517
121,448,YUET LEE RESTAURANT,1300 STOCKTON ST ,San Francisco,CA,94133,37.797817,-122.408597
122,462,GARDEN OF EDEN,529 BROADWAY ST ,San Francisco,CA,94133,37.797933,-122.406018
123,463,SAM'S PIZZA,618 BROADWAY ST ,San Francisco,CA,94133,37.797828,-122.407444
124,468,TAQUERIA ZORRO,308 COLUMBUS AVE ,San Francisco,CA,94133,37.798065,-122.406855
125,469,VIVA PIZZA RESTAURANT,318 COLUMBUS AVE ,San Francisco,CA,94133,37.798065,-122.406855
126,470,FRANCHINO,347 COLUMBUS AVE ,San Francisco,CA,94133,37.798427,-122.407507
127,473,CAFFE GRECO,423 COLUMBUS AVE ,San Francisco,CA,94133,37.79886,-122.408204
128,475,MARA'S,503 COLUMBUS AVE ,San Francisco,CA,94133,37.799501,-122.409084
129,477,IL POLLAIO,555 COLUMBUS AVE ,San Francisco,CA,94133,37.800036,-122.409817
130,479,RISTORANTE IDEALE,1309 GRANT AVE ,San Francisco,CA,94133,37.799003,-122.407274
131,480,MO'S GRILL,1322 GRANT AVE ,San Francisco,CA,94133,37.799058,-122.407217
132,483,MAYKADEH RESTAURANT,470 GREEN ST ,San Francisco,CA,94133,37.799758,-122.407113
133,484,COLUMBUS CAFE,562 GREEN ST ,San Francisco,CA,94133,37.799598,-122.408394
134,485,"SILVERHAT BAR, INC",678 GREEN ST ,San Francisco,CA,94133,37.799388,-122.410223
135,486,TOMMASO,1042 KEARNY ST ,San Francisco,CA,94133,37.797398,-122.405322
136,488,THE HOUSE,1230 GRANT AVE ,San Francisco,CA,94133,37.798519,-122.407071
137,489,DOL-HO RESTAURANT,808 PACIFIC AVE ,San Francisco,CA,94133,37.796718,-122.408714
138,494,SAN FRANCISCO ATHLETIC CLUB,1630 STOCKTON ST ,San Francisco,CA,94133,37.800897,-122.409189
139,496,CAFFE TRIESTE,601 VALLEJO ST ,San Francisco,CA,94133,37.798744,-122.407408
140,500,ROXANNE CAFE,570 POWELL ST,San Francisco,CA,94108,37.790003,-122.408688
141,502,COURTYARD BY MARRIOTT-COFFEE SHOP,299 02ND ST ,San Francisco,CA,94105,37.785614,-122.396693
142,503,KIJI RESTAURANT,1009 GUERRERO ST,San Francisco,CA,94110,37.754923,-122.423126
143,505,QUICKLY,5301 MISSION ST ,San Francisco,CA,94112,37.714458,-122.44277
144,507,VIKING'S GIANT SUB,2906 DIAMOND ST ,San Francisco,CA,94131,37.733449,-122.434241
145,509,CAFE BAKERY,1365 NORIEGA ST ,San Francisco,CA,94122,37.75409,-122.478248
146,510,DONUT TIME,2401 NORIEGA ST ,San Francisco,CA,94122,37.753633,-122.48954
147,519,SHERATON PALACE - EMP.  CAFETERIA,2 NEW MONTGOMERY ST ,San Francisco,CA,94105,37.788286,-122.401543
148,520,DAILY HEALTH,1235 09TH AVE ,San Francisco,CA,94122,37.758941,-122.48591
149,522,BOUDIN SOURDOUGH BAKERY,3251 20TH AVE ,San Francisco,CA,94132,37.728497,-122.475639
150,527,MELISA'S CHINESE CUISINE,0450 BALBOA ST ,San Francisco,CA,94118,37.777292,-122.463496
151,529,NIZARIO'S PIZZA,3840 GEARY BLVD ,San Francisco,CA,94118,37.781278,-122.460661
152,538,MARNEE THAI RESTAURANT,2225 IRVING ST ,San Francisco,CA,94122,37.763343,-122.481809
153,539,EL SALVADOR RESTAURANT,2278 MISSION ST ,San Francisco,CA,94110,37.760579,-122.41932
154,542,HAMBURGER HAVEN,800 CLEMENT ST ,San Francisco,CA,94118,37.782799,-122.467852
155,544,THAI TIME RESTAURANT,315 08TH AVE ,San Francisco,CA,94118,37.782534,-122.466615
156,547,LITTLE HENRY'S,3600 BALBOA ST ,San Francisco,CA,94121,37.775728,-122.497522
157,551,GORDO TAQUERIA #1,2252 CLEMENT ST ,San Francisco,CA,94121,37.782107,-122.483631
158,552,LOI'S VIETNAMESE RESTAURANT,2228 IRVING ST ,San Francisco,CA,94122,37.763428,-122.481736
159,557,KATIA'S,600 05TH AVE ,San Francisco,CA,94118,37.77721,-122.462874
160,558,CAJUN PACIFIC,4542 IRVING ST ,San Francisco,CA,94122,37.762304,-122.506543
161,562,DESTINO RESTAURANT,1815 MARKET ST ,San Francisco,CA,94103,37.771437,-122.423892
162,567,SAN FRANCISCO SOUP COMPANY,1 MARKET ST ,San Francisco,CA,94105,37.794347,-122.394932
163,573,MUFFIN'S MUFFIN,123 02ND ST ,San Francisco,CA,94105,37.787755,-122.399372
164,580,TACO LOS ALTOS,737 CORTLAND AVE ,San Francisco,CA,94110,37.738979,-122.414971
165,587,NEW TSING TAO RESTAURANT,811 ULLOA ST ,San Francisco,CA,94127,37.740654,-122.465389
166,588,BURRITO EXPRESS,1601 TARAVAL ST ,San Francisco,CA,94116,37.742673,-122.48334
167,589,WON TON HOUSE,1325 NORIEGA ST ,San Francisco,CA,94122,37.754106,-122.477841
168,591,YOU SEE SUSHI,94 JUDAH ST ,San Francisco,CA,94122,37.762378,-122.462692
169,597,CAFFE DEL SOLE,4342 CALIFORNIA ST ,San Francisco,CA,94118,37.785068,-122.464194
170,606,TSING TAO RESTAURANT,3107 CLEMENT ST ,San Francisco,CA,94121,37.781624,-122.492609
171,610,POMELO,92 JUDAH ST ,San Francisco,CA,94122,37.762378,-122.462692
172,615,J & A RESTAURANT,5712 MISSION ST ,San Francisco,CA,94112,37.709857,-122.449709
173,619,A-1 BAKERY,1727 OCEAN AVE ,San Francisco,CA,94112,37.724824,-122.460726
174,625,CALIFORNIA TENNIS CLUB,2455 BUSH ST ,San Francisco,CA,94115,37.786463,-122.437657
175,627,EDDIES CAFE,800 DIVISADERO ST ,San Francisco,CA,94117,37.776898,-122.438098
176,628,EL BURRITO EXPRESS #2,1812 DIVISADERO ST ,San Francisco,CA,94115,37.786407,-122.440057
177,631,SUBWAY SANDWICHES & SALADS,1500 FILLMORE ST ,San Francisco,CA,94115,37.78332,-122.432647
178,634,KING LEE'S RESTAURANT,1426A FILLMORE ST ,San Francisco,CA,94115,37.782632,-122.432504
179,639,SWAN OYSTER DEPOT,1517 POLK ST ,San Francisco,CA,94109,37.790734,-122.420783
180,642,ANDERSEN BAKERY,1737 POST ST ,San Francisco,CA,94115,37.785457,-122.430317
181,645,TAN-TAN,1825 POST ST #223,San Francisco,CA,94115,37.785274,-122.431918
182,659,GOLDEN COFFEE,901 SUTTER ST ,San Francisco,CA,94109,37.788322,-122.415218
183,665,BRAZEN HEAD RESTAURANT,3166 BUCHANAN ST ,San Francisco,CA,94123,37.799218,-122.432517
184,670,VIKINGS GIANT SUBMARINE SANDWICHES,1418 LOMBARD ST ,San Francisco,CA,94123,37.801334,-122.424905
185,687,KITCHEN KURA,1525 IRVING ST ,San Francisco,CA,94122,37.763638,-122.474196
186,691,MARINA SUBMARINE,2299 UNION ST ,San Francisco,CA,94123,37.796893,-122.436847
187,695,BARBARY COAST PASTRY & COFFEE,55 CYRIL MAGNIN ST ,San Francisco,CA,94102,37.784965,-122.408614
188,703,THEM KY RESTAURANT,717 ELLIS ST ,San Francisco,CA,94109,37.784193,-122.417967
189,709,MONG THU COFFEE SHOP,248 HYDE ST,San Francisco,CA,94102,37.783041,-122.415719
190,726,BEN WAH RESTAURANT,2786 CALIFORNIA ST ,San Francisco,CA,94115,37.788138,-122.440174
191,727,FOOD INC.,2800 CALIFORNIA ST ,San Francisco,CA,94115,37.788068,-122.440705
192,729,ASHOKA INDIAN CUISINE,2034 CHESTNUT ST ,San Francisco,CA,94123,37.800758,-122.437024
193,741,MOZZARELLA DI BUFALA PIZZERIA II,069 WEST PORTAL AVE ,San Francisco,CA,94127,37.740052,-122.466544
194,744,CAFE BELLINI,865 MARKET ST C45,San Francisco,CA,94103,37.784317,-122.407563
195,758,BAKERY/ICE CREAM/STOREROOM,2 NEW MONTGOMERY ST ,San Francisco,CA,94105,37.788286,-122.401543
196,760,TART TO TART,90 NEW MONTGOMERY ST ,San Francisco,CA,94105,37.787598,-122.40071
197,765,APERTO RESTAURANT,1434 18TH ST ,San Francisco,CA,94107,37.762568,-122.397192
198,768,MOSHI MOSHI,2092 03RD ST ,San Francisco,CA,94107,37.763187,-122.388895
199,773,MARIPOSA HUNTERS POINT YACHT CLUB,405 TERRY FRANCOIS BLVD ,San Francisco,CA,94107,37.77325,-122.387222
200,774,BAY VIEW BOAT CLUB,429 TERRY FRANCOIS ST,San Francisco,CA,94107,37.772667,-122.387032
201,786,PIPERADE,1015 BATTERY ST ,San Francisco,CA,94111,37.800674,-122.401484
202,792,BOUDIN BAKERY,PIER 39  FRONT,San Francisco,CA,94133,37.791924,-122.398588
203,795,BEN & JERRY'S,PIER 41,San Francisco,CA,94133,37.808494,-122.412
204,796,HUNAN RESTAURANT,924 SANSOME ST ,San Francisco,CA,94111,37.798987,-122.402307
205,798,SUSHI RAPTURE,1400 LEAVENWORTH ST ,San Francisco,CA,94109,37.793997,-122.416267
206,799,COURTYARD BY MARRIOTT AT FISHERMAN'S WHARF,580 BEACH ST ,San Francisco,CA,94133,37.806964,-122.41862
207,809,TRIPTYCH,1155 FOLSOM ST ,San Francisco,CA,94103,37.775797,-122.409002
208,811,EDEN PLAZA CAFE,600 HARRISON ST ,San Francisco,CA,94107,37.783954,-122.395699
209,816,B & J QUARTER POUNDER BURGERS,6202 03RD ST ,San Francisco,CA,94124,37.722374,-122.395841
210,821,LA SANTANECA,3781 MISSION ST ,San Francisco,CA,94110,37.7362781818,-122.424284364
211,824,BABY'S EATERY AND PALABOK,4609 MISSION ST ,San Francisco,CA,94112,37.724579,-122.434879
212,826,ANGELINA'S DELI-CAFE & CATERING,6000 CALIFORNIA ST ,San Francisco,CA,94121,37.784038,-122.481982
213,827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION ST ,San Francisco,CA,94112,37.721251,-122.437385
214,830,LOS PLANES DE RENDEROS,12 PERSIA AVE ,San Francisco,CA,94112,37.723078,-122.435966
215,835,KAM PO KITCHEN,801 BROADWAY ST ,San Francisco,CA,94133,37.797223,-122.410513
216,840,MOLINARI DELICATESSEN,373 COLUMBUS AVE ,San Francisco,CA,94133,37.798556,-122.407707
217,842,DA FLORA,701 COLUMBUS AVE ,San Francisco,CA,94133,37.801086,-122.411411
218,843,ESTIA RESTAURANT,1224 GRANT AVE ,San Francisco,CA,94133,37.798328,-122.407067
219,845,CAFE JACQUELINE,1454 GRANT AVE ,San Francisco,CA,94133,37.800428,-122.407517
220,847,GOLDEN BOY PIZZA,542 GREEN ST ,San Francisco,CA,94133,37.799648,-122.408033
221,850,CAFFE SPORT,574 GREEN ST ,San Francisco,CA,94133,37.799588,-122.408514
222,852,NEW HOLLYWOOD BAKERY & RESTAURANT,652 PACIFIC AVE ,San Francisco,CA,94133,37.7970533333,-122.406309556
223,854,FIRENZE BY NIGHT,1421 STOCKTON ST,San Francisco,CA,94133,37.798914,-122.408885
224,856,DELFINA RESTAURANT,3621 18TH ST ,San Francisco,CA,94110,37.761514,-122.424318
225,874,PANCHO'S SALSA BAR & GRILL,1639 POLK ST ,San Francisco,CA,94109,37.792093,-122.421024
226,876,"PATPONG THAI CUISINE, INC.",2415 CLEMENT ST ,San Francisco,CA,94121,37.781973,-122.48522
227,880,DELICIOUS DIM SUM,752 JACKSON ST ,San Francisco,CA,94133,37.795974,-122.407574
228,884,HOUSE OF NANKING,919 KEARNY ST ,San Francisco,CA,94133,37.796463,-122.405224
229,886,LE PETIT CAFE,1 MARITIME PLAZA  ,San Francisco,CA,94111,37.795227,-122.39914
230,891,LUCKY CREATION VEGETARIAN RESTAURANT LLC,854 WASHINGTON ST ,San Francisco,CA,94108,37.795078,-122.407433
231,892,HAPPY DONUTS,100 BUSH ST #101,San Francisco,CA,94104,37.791348,-122.399834
232,902,MARCELLO'S PIZZA,420 CASTRO ST ,San Francisco,CA,94114,37.762057,-122.435145
233,903,SABRA RESTAURANT,419 GRANT AVE,San Francisco,CA,94108,37.790874,-122.405634
234,905,WORKING GIRLS' CAFE',0259 KEARNY ST,San Francisco,CA,94108,37.790477,-122.404033
235,911,CAFE DOLCI,740 MARKET ST ,San Francisco,CA,94102,37.787153,-122.404148
236,917,TOWN & COUNTRY CLUB,218 STOCKTON ST,San Francisco,CA,94108,37.787927,-122.406607
237,919,"RITZ-CARLTON, SF -  P-37 RESTAURANT AND BAR",600 STOCKTON ST 4TH FLOOR,San Francisco,CA,94108,37.791757,-122.407377
238,920,RITZ-CARLTON SF - CLUB LOUNGE,600 STOCKTON ST 8TH FLOOR,San Francisco,CA,94108,37.791757,-122.407377
239,929,CAFE ETHIOPIA,0878 VALENCIA ST,San Francisco,CA,94110,37.758832,-122.421359
240,935,PEKING WOK RESTAURANT,4920 03RD ST ,San Francisco,CA,94124,37.733891,-122.391183
241,941,TWO JACKS SEAFOOD #2,984 GILMAN AVE ,San Francisco,CA,94124,37.718016,-122.387696
242,943,EL CASTILLITO TAQUERIA INC.,136 CHURCH ST ,San Francisco,CA,94114,37.768776,-122.429095
243,949,BUFFALO BURGERS RESTAURANT,5317-19 GEARY BLVD,San Francisco,CA,94121,37.780372,-122.476354
244,950,IRVING PIZZA,1825 IRVING ST ,San Francisco,CA,94122,37.763513,-122.47764
245,951,KENTUCKY FRIED CHICKEN #50,1900 IRVING ST ,San Francisco,CA,94122,37.763528,-122.478362
246,952,SHANGRILA VEGETARIAN REST,2026 IRVING ST ,San Francisco,CA,94122,37.763512,-122.47958
247,961,JAVA BEACH CAFE,1396 LA PLAYA ST ,San Francisco,CA,94122,37.760416,-122.509106
248,966,L'AVENIDA,511 IRVING ST ,San Francisco,CA,94122,37.764143,-122.463378
249,968,GOLDEN ISLAND CAFE,1300 NORIEGA ST ,San Francisco,CA,94122,37.754188,-122.477822
250,972,"MING TAI WUN TUN NOODLE, INC.",2455 NORIEGA ST ,San Francisco,CA,94122,37.753614,-122.490219
251,984,VANIDA THAI KITCHEN,3050 TARAVAL ST ,San Francisco,CA,94116,37.742086,-122.498738
252,985,THE SUNSET'S BEST SEAFOOD RESTAURANT,3060 TARAVAL ST ,San Francisco,CA,94116,37.742048,-122.499002
253,993,CHICK-N-DELI,5392 MISSION ST ,San Francisco,CA,94112,37.713702,-122.443681
254,994,RAILROAD EXPRESSO CAFE,705  BLVD ,San Francisco,CA,94127,37.731513,-122.45133
255,999,SERRANO'S PIZZA II,3274 21ST ST ,San Francisco,CA,94110,37.756997,-122.420534
256,1000,HEUNG YUEN RESTAURANT,3279 22ND ST ,San Francisco,CA,94110,37.755282,-122.420493
257,1002,BIG MOUTH BURGERS,3392 24TH ST ,San Francisco,CA,94110,37.752158,-122.420362
258,1003,RINCON PERUANO RESTAURANT,3364 26TH ST ,San Francisco,CA,94110,37.749128,-122.417402
259,1005,CHAVITA'S MEXICAN RESTAURANT,3006 MISSION ST,San Francisco,CA,94110,37.748855,-122.418134
260,1008,VALENCIA PIZZA & PASTA,801 VALENCIA ST ,San Francisco,CA,94110,37.759944,-122.421356
261,1018,PETES BARBEQUE,2399 MISSION ST ,San Francisco,CA,94110,37.758684,-122.418975
