route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
11052,2,6864713,Quintara + 14th Avenue,0,604,135632
11052,2,6864712,Quintara + 14th Avenue,0,607,135632
11052,2,6864711,Quintara + 14th Avenue,0,603,135632
11052,2,6864710,Quintara + 14th Avenue,0,602,135632
11052,2,6864709,Quintara + 14th Avenue,0,609,135632
11052,2,6864708,Quintara + 14th Avenue,0,601,135632
11052,2,6864707,Quintara + 14th Avenue,0,606,135632
11052,2,6864706,Quintara + 14th Avenue,0,605,135632
11052,2,6864705,Quintara + 14th Avenue,0,608,135632
11052,2,6864704,Quintara + 14th Avenue,0,604,135632
11052,2,6864703,Quintara + 14th Avenue,0,607,135632
11052,2,6864702,Quintara + 14th Avenue,0,603,135632
11052,2,6864701,Quintara + 14th Avenue,0,602,135632
11052,2,6864700,Quintara + 14th Avenue,0,609,135632
11052,2,6864699,Quintara + 14th Avenue,0,601,135632
11052,2,6864698,Quintara + 14th Avenue,0,606,135632
11052,2,6864697,Quintara + 14th Avenue,0,605,135632
11052,2,6864696,Quintara + 14th Avenue,0,608,135632
11052,2,6864695,Quintara + 14th Avenue,0,604,135632
11052,2,6864694,Quintara + 14th Avenue,0,607,135632
11052,2,6864693,Quintara + 14th Avenue,0,603,135632
11052,2,6864692,Quintara + 14th Avenue,0,602,135632
11052,2,6864691,Quintara + 14th Avenue,0,609,135632
11052,2,6864690,Quintara + 14th Avenue,0,601,135632
11052,2,6864689,Quintara + 14th Avenue,0,606,135632
11052,2,6864688,Quintara + 14th Avenue,0,605,135632
11052,2,6864687,Quintara + 14th Avenue,0,608,135632
11052,2,6864686,Quintara + 14th Avenue,0,604,135632
11052,2,6864685,Quintara + 14th Avenue,0,607,135632
11052,2,6864684,Quintara + 14th Avenue,0,603,135632
11052,2,6864683,Quintara + 14th Avenue,0,602,135632
11052,2,6864682,Quintara + 14th Avenue,0,609,135632
11052,2,6864681,Quintara + 14th Avenue,0,601,135632
11052,2,6864680,Quintara + 14th Avenue,0,606,135632
11052,2,6864679,Quintara + 14th Avenue,0,605,135632
11052,2,6864678,Quintara + 14th Avenue,0,608,135632
11052,2,6864677,Quintara + 14th Avenue,0,604,135632
11052,2,6864676,Quintara + 14th Avenue,0,607,135632
11052,2,6864675,Quintara + 14th Avenue,0,603,135632
11052,2,6864674,Quintara + 14th Avenue,0,602,135632
11052,2,6864673,Quintara + 14th Avenue,0,609,135632
11052,2,6864672,Quintara + 14th Avenue,0,601,135632
11052,2,6864671,Quintara + 14th Avenue,0,606,135632
11052,2,6864670,Quintara + 14th Avenue,0,605,135632
11052,2,6864669,Quintara + 14th Avenue,0,604,135632
11052,2,6864668,Quintara + 14th Avenue,0,607,135632
11052,2,6864667,Quintara + 14th Avenue,0,603,135632
11052,2,6864666,Quintara + 14th Avenue,0,602,135632
11052,2,6864665,Quintara + 14th Avenue,0,601,135632
11052,2,6864664,Quintara + 14th Avenue,0,606,135632
11052,2,6864663,Quintara + 14th Avenue,0,605,135632
11052,2,6864662,Quintara + 14th Avenue,0,604,135632
11052,2,6864661,Quintara + 14th Avenue,0,603,135632
11052,2,6864660,Quintara + 14th Avenue,0,602,135632
11052,2,6864659,Quintara + 14th Avenue,0,601,135632
11052,1,7043955,Quintara + 14th Avenue,0,602,135632
11052,1,7043954,Quintara + 14th Avenue,0,601,135632
11052,1,7043953,Quintara + 14th Avenue,0,610,135632
11052,1,7043952,Quintara + 14th Avenue,0,652,135632
11052,1,7043951,Quintara + 14th Avenue,0,605,135632
11052,1,7043950,Quintara + 14th Avenue,0,609,135632
11052,1,7043949,Quintara + 14th Avenue,0,610,135632
11052,1,7043948,Quintara + 14th Avenue,0,609,135632
11052,1,7043947,Quintara + 14th Avenue,0,610,135632
11052,1,7043946,Quintara + 14th Avenue,0,605,135632
11052,1,7043945,Quintara + 14th Avenue,0,610,135632
11052,1,7043944,Quintara + 14th Avenue,0,601,135632
11052,1,7043943,Quintara + 14th Avenue,0,602,135632
11052,1,7043942,Quintara + 14th Avenue,0,611,135632
11052,1,7043941,Quintara + 14th Avenue,0,603,135632
11052,1,7043940,Quintara + 14th Avenue,0,604,135632
11052,1,7043939,Quintara + 14th Avenue,0,606,135632
11052,1,7043938,Quintara + 14th Avenue,0,607,135632
11052,1,7043937,Quintara + 14th Avenue,0,608,135632
11052,1,7043936,Quintara + 14th Avenue,0,609,135632
11052,1,7043935,Quintara + 14th Avenue,0,605,135632
11052,1,7043934,Quintara + 14th Avenue,0,601,135632
11052,1,7043933,Quintara + 14th Avenue,0,602,135632
11052,1,7043932,Quintara + 14th Avenue,0,611,135632
11052,1,7043931,Quintara + 14th Avenue,0,603,135632
11052,1,7043930,Quintara + 14th Avenue,0,606,135632
11052,1,7043929,Quintara + 14th Avenue,0,607,135632
11052,1,7043928,Quintara + 14th Avenue,0,608,135632
11052,1,7043927,Quintara + 14th Avenue,0,609,135632
11052,1,7043926,Quintara + 14th Avenue,0,605,135632
11052,1,7043925,Quintara + 14th Avenue,0,610,135632
11052,1,7043924,Quintara + 14th Avenue,0,601,135632
11052,1,7043923,Quintara + 14th Avenue,0,602,135632
11052,1,7043922,Quintara + 14th Avenue,0,611,135632
11052,1,7043921,Quintara + 14th Avenue,0,603,135632
11052,1,7043920,Quintara + 14th Avenue,0,606,135632
11052,1,7043919,Quintara + 14th Avenue,0,607,135632
11052,1,7043918,Quintara + 14th Avenue,0,605,135632
11052,1,7043917,Quintara + 14th Avenue,0,608,135632
11052,1,7043916,Quintara + 14th Avenue,0,609,135632
11052,1,7043915,Quintara + 14th Avenue,0,608,135632
11052,1,7043914,Quintara + 14th Avenue,0,609,135632
11052,1,7043913,Quintara + 14th Avenue,0,601,135632
11052,1,7043912,Quintara + 14th Avenue,0,602,135632
11052,1,7043911,Quintara + 14th Avenue,0,611,135632
11052,1,7043910,Quintara + 14th Avenue,0,603,135632
11052,1,7043909,Quintara + 14th Avenue,0,606,135632
11052,1,7043908,Quintara + 14th Avenue,0,607,135632
11052,1,7043907,Quintara + 14th Avenue,0,608,135632
11052,1,7043906,Quintara + 14th Avenue,0,651,135632
11052,1,7043905,Quintara + 14th Avenue,0,610,135632
11052,1,7043904,Quintara + 14th Avenue,0,603,135632
11052,1,7043903,Quintara + 14th Avenue,0,605,135632
11052,1,7043902,Quintara + 14th Avenue,0,601,135632
11052,1,7043901,Quintara + 14th Avenue,0,602,135632
11052,1,7043900,Quintara + 14th Avenue,0,604,135632
11052,1,7043899,Quintara + 14th Avenue,0,606,135632
11052,1,7043898,Quintara + 14th Avenue,0,607,135632
11052,1,7043897,Quintara + 14th Avenue,0,610,135632
11052,2,6864728,Quintara + 14th Avenue,0,608,135632
11052,2,6864727,Quintara + 14th Avenue,0,602,135632
11052,2,6864726,Quintara + 14th Avenue,0,601,135632
11052,2,6864725,Quintara + 14th Avenue,0,605,135632
11052,2,6864723,Quintara + 14th Avenue,0,602,135632
11052,3,7046507,Quintara + 14th Avenue,0,601,135632
11052,3,7046506,Quintara + 14th Avenue,0,606,135632
11052,3,7046505,Quintara + 14th Avenue,0,605,135632
11052,3,7046504,Quintara + 14th Avenue,0,608,135632
11052,3,7046503,Quintara + 14th Avenue,0,604,135632
11052,3,7046502,Quintara + 14th Avenue,0,607,135632
11052,3,7046501,Quintara + 14th Avenue,0,603,135632
11052,3,7046500,Quintara + 14th Avenue,0,602,135632
11052,3,7046499,Quintara + 14th Avenue,0,609,135632
11052,3,7046498,Quintara + 14th Avenue,0,601,135632
11052,3,7046497,Quintara + 14th Avenue,0,606,135632
11052,3,7046496,Quintara + 14th Avenue,0,605,135632
11052,3,7046495,Quintara + 14th Avenue,0,608,135632
11052,3,7046494,Quintara + 14th Avenue,0,604,135632
11052,3,7046493,Quintara + 14th Avenue,0,607,135632
11052,3,7046492,Quintara + 14th Avenue,0,603,135632
11052,3,7046491,Quintara + 14th Avenue,0,602,135632
11052,3,7046490,Quintara + 14th Avenue,0,609,135632
11052,3,7046489,Quintara + 14th Avenue,0,601,135632
11052,3,7046488,Quintara + 14th Avenue,0,606,135632
11052,3,7046487,Quintara + 14th Avenue,0,605,135632
11052,3,7046486,Quintara + 14th Avenue,0,604,135632
11052,3,7046485,Quintara + 14th Avenue,0,607,135632
11052,3,7046484,Quintara + 14th Avenue,0,603,135632
11052,3,7046483,Quintara + 14th Avenue,0,602,135632
11052,3,7046482,Quintara + 14th Avenue,0,601,135632
11052,3,7046481,Quintara + 14th Avenue,0,606,135632
11052,3,7046480,Quintara + 14th Avenue,0,605,135632
11052,3,7046479,Quintara + 14th Avenue,0,604,135632
11052,3,7046478,Quintara + 14th Avenue,0,603,135632
11052,3,7046477,Quintara + 14th Avenue,0,602,135632
11052,3,7046476,Quintara + 14th Avenue,0,601,135632
11052,3,7046475,Quintara + 14th Avenue,0,609,135632
11052,3,7046474,Quintara + 14th Avenue,0,601,135632
11052,2,7046468,Quintara + 14th Avenue,0,609,135632
11052,2,7046466,Quintara + 14th Avenue,0,608,135632
11052,2,7046465,Quintara + 14th Avenue,0,609,135632
11052,2,7046464,Quintara + 14th Avenue,0,605,135632
11052,1,7046444,Quintara + 14th Avenue,0,609,135632
11052,1,7046442,Quintara + 14th Avenue,0,611,135632
11052,1,7046441,Quintara + 14th Avenue,0,610,135632
11052,1,7043979,Quintara + 14th Avenue,0,611,135632
11052,1,7043978,Quintara + 14th Avenue,0,602,135632
11052,1,7043977,Quintara + 14th Avenue,0,606,135632
11052,1,7043976,Quintara + 14th Avenue,0,602,135632
11052,1,7043975,Quintara + 14th Avenue,0,610,135632
11052,1,7043974,Quintara + 14th Avenue,0,606,135632
11052,1,7043973,Quintara + 14th Avenue,0,611,135632
11052,1,7043972,Quintara + 14th Avenue,0,602,135632
11052,1,7043971,Quintara + 14th Avenue,0,609,135632
11052,1,7043970,Quintara + 14th Avenue,0,607,135632
11052,1,7043969,Quintara + 14th Avenue,0,606,135632
11052,1,7043968,Quintara + 14th Avenue,0,603,135632
11052,1,7043967,Quintara + 14th Avenue,0,611,135632
11052,1,7043965,Quintara + 14th Avenue,0,602,135632
11052,1,7043964,Quintara + 14th Avenue,0,601,135632
11052,1,7043963,Quintara + 14th Avenue,0,652,135632
11052,1,7043962,Quintara + 14th Avenue,0,605,135632
11052,1,7043961,Quintara + 14th Avenue,0,609,135632
11052,1,7043960,Quintara + 14th Avenue,0,608,135632
11052,1,7043959,Quintara + 14th Avenue,0,607,135632
11052,1,7043958,Quintara + 14th Avenue,0,606,135632
11052,1,7043957,Quintara + 14th Avenue,0,603,135632
11052,1,7043956,Quintara + 14th Avenue,0,611,135632
11052,1,7043983,Quintara + 14th Avenue,0,601,135630
11052,2,6864735,Quintara + 14th Avenue,0,608,135630
11052,2,6864734,Quintara + 14th Avenue,0,607,135630
11052,2,6864733,Quintara + 14th Avenue,0,605,135630
11052,2,6864732,Quintara + 14th Avenue,0,604,135630
11052,2,6864731,Quintara + 14th Avenue,0,603,135630
11052,2,6864730,Quintara + 14th Avenue,0,602,135630
11052,2,6864729,Quintara + 14th Avenue,0,601,135630
11052,3,7046559,Van Ness + Market,0,607,135631
11052,3,7046555,Van Ness + Market,0,605,135631
11052,3,7046554,Van Ness + Market,0,602,135631
11052,3,7046553,Van Ness + Market,0,603,135631
11052,3,7046552,Van Ness + Market,0,606,135631
11052,2,7046467,Van Ness + Market,0,607,135631
11052,1,7046454,Van Ness + Market,0,606,135631
11052,1,7043982,Van Ness + Market,0,610,135631
11052,1,7043981,Van Ness + Market,0,607,135631
11052,1,7043980,Van Ness + Market,0,605,135631
11052,1,7043966,Van Ness + Market,0,651,135631
11052,2,6864739,Van Ness + Market,0,605,135631
11052,2,6864738,Van Ness + Market,0,602,135631
11052,2,6864737,Van Ness + Market,0,603,135631
11052,2,6864736,Van Ness + Market,0,606,135631
11052,3,7046560,Quintara + 14th Avenue,0,609,135632
11052,3,7046558,Quintara + 14th Avenue,0,608,135632
11052,3,7046557,Quintara + 14th Avenue,0,609,135632
11052,3,7046556,Quintara + 14th Avenue,0,605,135632
11052,3,7046544,Quintara + 14th Avenue,0,608,135632
11052,3,7046543,Quintara + 14th Avenue,0,602,135632
11052,3,7046542,Quintara + 14th Avenue,0,601,135632
11052,3,7046541,Quintara + 14th Avenue,0,605,135632
11052,3,7046540,Quintara + 14th Avenue,0,602,135632
11052,3,7046539,Quintara + 14th Avenue,0,601,135632
11052,3,7046538,Quintara + 14th Avenue,0,605,135632
11052,3,7046537,Quintara + 14th Avenue,0,608,135632
11052,3,7046536,Quintara + 14th Avenue,0,607,135632
11052,3,7046535,Quintara + 14th Avenue,0,602,135632
11052,3,7046534,Quintara + 14th Avenue,0,609,135632
11052,3,7046533,Quintara + 14th Avenue,0,601,135632
11052,3,7046532,Quintara + 14th Avenue,0,605,135632
11052,3,7046531,Quintara + 14th Avenue,0,608,135632
11052,3,7046530,Quintara + 14th Avenue,0,604,135632
11052,3,7046529,Quintara + 14th Avenue,0,607,135632
11052,3,7046528,Quintara + 14th Avenue,0,603,135632
11052,3,7046527,Quintara + 14th Avenue,0,602,135632
11052,3,7046526,Quintara + 14th Avenue,0,609,135632
11052,3,7046525,Quintara + 14th Avenue,0,601,135632
11052,3,7046524,Quintara + 14th Avenue,0,606,135632
11052,3,7046523,Quintara + 14th Avenue,0,605,135632
11052,3,7046522,Quintara + 14th Avenue,0,608,135632
11052,3,7046521,Quintara + 14th Avenue,0,604,135632
11052,3,7046520,Quintara + 14th Avenue,0,607,135632
11052,3,7046519,Quintara + 14th Avenue,0,603,135632
11052,3,7046518,Quintara + 14th Avenue,0,602,135632
11052,3,7046517,Quintara + 14th Avenue,0,609,135632
11052,3,7046516,Quintara + 14th Avenue,0,601,135632
11052,3,7046515,Quintara + 14th Avenue,0,606,135632
11052,3,7046514,Quintara + 14th Avenue,0,605,135632
11052,3,7046513,Quintara + 14th Avenue,0,608,135632
11052,3,7046512,Quintara + 14th Avenue,0,604,135632
11052,3,7046511,Quintara + 14th Avenue,0,607,135632
11052,3,7046510,Quintara + 14th Avenue,0,603,135632
11052,3,7046509,Quintara + 14th Avenue,0,602,135632
11052,3,7046508,Quintara + 14th Avenue,0,609,135632
11052,3,7046551,Quintara + 14th Avenue,0,608,135630
11052,3,7046550,Quintara + 14th Avenue,0,607,135630
11052,3,7046549,Quintara + 14th Avenue,0,605,135630
11052,3,7046548,Quintara + 14th Avenue,0,604,135630
11052,3,7046547,Quintara + 14th Avenue,0,603,135630
11052,3,7046546,Quintara + 14th Avenue,0,602,135630
11052,3,7046545,Quintara + 14th Avenue,0,601,135630
