94101,9.15367829575
94102,8.36318275971
94103,7.41329227037
94104,9.93401333631
94105,8.03001687067
94106,10.0992142713
94107,7.78065614071
94108,9.79303069133
94109,8.08826378221
94110,9.11815232111
94111,7.78124704325
94112,8.64650794049
94113,8.63663930119
94114,7.99296797931
94115,8.26162153775
94116,9.09050461931
94117,8.2148479639
94118,7.76882315621
94119,12.9897868066
94120,6.89932478435
94121,8.44189518788
94122,8.80324759131
94123,7.46388040446
94124,8.42860754651
94125,9.16655628641
94126,11.4355256402
94127,8.24345714587
94129,9.08615868614
94130,9.18205995345
94131,7.37936126673
94132,8.89250431789
94133,9.48702515024
94134,8.81229915527
94158,7.4975384093
